timestamp,student_id,name,department,grade,double_major_minor_second_speciality,first_choice,second_choice,weight,result
2025-01-22 00:28:22.635499,473,student_473,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,高教授班,30.01228271619051
2025-01-22 00:33:50.635499,801,student_801,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),無,無,30.02799271753484
2025-01-22 00:33:46.635499,797,student_797,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,高教授班,30.028420885695123
2025-01-22 00:25:22.635499,293,student_293,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.02859248724621
2025-01-22 00:25:19.635499,290,student_290,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.03255732928937
2025-01-22 00:29:00.635499,511,student_511,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),無,李教授班,30.038507552807562
2025-01-22 00:26:31.635499,362,student_362,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,高教授班,30.040866344428913
2025-01-22 00:24:43.635499,254,student_254,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,高教授班,30.044391433556036
2025-01-22 00:29:38.635499,549,student_549,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),無,無,30.047370443542533
2025-01-22 00:34:26.635499,837,student_837,其他,其他,雙主修:資工系 (also major in CS),無,無,30.048003092770376
2025-01-22 00:26:30.635499,361,student_361,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,李教授班,30.053528139270245
2025-01-22 00:27:08.635499,399,student_399,電機系 (EE),其他,雙主修:資工系 (also major in CS),李教授班,無,30.058932593520797
2025-01-22 00:29:36.635499,547,student_547,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),無,李教授班,30.063928134822863
2025-01-22 00:31:18.635499,649,student_649,其他,大一 (freshman),雙主修:資工系 (also major in CS),李教授班,李教授班,30.06617823958187
2025-01-22 00:31:26.635499,657,student_657,其他,大一 (freshman),雙主修:資工系 (also major in CS),無,無,30.07006995771969
2025-01-22 00:24:14.635499,225,student_225,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),無,無,30.07390338212926
2025-01-22 00:24:46.635499,257,student_257,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,高教授班,30.089491496695274
2025-01-22 00:26:35.635499,366,student_366,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,無,30.093183617264653
2025-01-22 00:33:13.635499,764,student_764,其他,大四 (senior),雙主修:資工系 (also major in CS),無,高教授班,30.0949625786849
2025-01-22 00:26:32.635499,363,student_363,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,無,30.099670503861976
2025-01-22 00:25:18.635499,289,student_289,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.107287501041764
2025-01-22 00:32:01.635499,692,student_692,其他,大二 (sophomore),雙主修:資工系 (also major in CS),無,高教授班,30.10767333262889
2025-01-22 00:24:06.635499,217,student_217,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,李教授班,30.118504111536502
2025-01-22 00:25:21.635499,292,student_292,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.119199502758168
2025-01-22 00:33:09.635499,760,student_760,其他,大四 (senior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.121497729260955
2025-01-22 00:31:56.635499,687,student_687,其他,大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,無,30.12237530534551
2025-01-22 00:33:48.635499,799,student_799,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),無,李教授班,30.12385069433735
2025-01-22 00:28:20.635499,471,student_471,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,無,30.125111530016344
2025-01-22 00:34:18.635499,829,student_829,其他,其他,雙主修:資工系 (also major in CS),李教授班,李教授班,30.137395544346482
2025-01-22 00:30:44.635499,615,student_615,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),李教授班,無,30.14506920753819
2025-01-22 00:30:50.635499,621,student_621,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),無,無,30.149855018549818
2025-01-22 00:33:10.635499,761,student_761,其他,大四 (senior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.15448373580222
2025-01-22 00:30:09.635499,580,student_580,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,李教授班,30.15715869356851
2025-01-22 00:28:26.635499,477,student_477,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),無,無,30.162869513752085
2025-01-22 00:28:19.635499,470,student_470,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,高教授班,30.165149398383704
2025-01-22 00:22:00.635499,91,student_91,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,30.16543537433445
2025-01-22 00:21:48.635499,79,student_79,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),無,李教授班,30.16685000119963
2025-01-22 00:33:06.635499,757,student_757,其他,大四 (senior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.16973870505644
2025-01-22 00:21:54.635499,85,student_85,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),高教授班,李教授班,30.17572319869961
2025-01-22 00:28:24.635499,475,student_475,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),無,李教授班,30.17827281033968
2025-01-22 00:31:21.635499,652,student_652,其他,大一 (freshman),雙主修:資工系 (also major in CS),高教授班,李教授班,30.186808791428973
2025-01-22 00:29:32.635499,543,student_543,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),李教授班,無,30.19212117604142
2025-01-22 00:31:59.635499,690,student_690,其他,大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,無,30.196234082072035
2025-01-22 00:31:57.635499,688,student_688,其他,大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,李教授班,30.196596530426067
2025-01-22 00:21:42.635499,73,student_73,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.20016378945065
2025-01-22 00:30:07.635499,578,student_578,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,高教授班,30.200280004834745
2025-01-22 00:28:21.635499,472,student_472,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,李教授班,30.200751912860916
2025-01-22 00:28:54.635499,505,student_505,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.200924222471635
2025-01-22 00:30:46.635499,617,student_617,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),高教授班,高教授班,30.201719284677566
2025-01-22 00:27:10.635499,401,student_401,電機系 (EE),其他,雙主修:資工系 (also major in CS),高教授班,高教授班,30.204333365745054
2025-01-22 00:28:25.635499,476,student_476,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),無,高教授班,30.20735825122167
2025-01-22 00:30:13.635499,584,student_584,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),無,高教授班,30.21059457330075
2025-01-22 00:34:25.635499,836,student_836,其他,其他,雙主修:資工系 (also major in CS),無,高教授班,30.211384511465024
2025-01-22 00:22:17.635499,108,student_108,資工系 (CS),大三 (junior),無,無,無,30.229120693665383
2025-01-22 00:29:02.635499,513,student_513,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),無,無,30.229495552722057
2025-01-22 00:29:31.635499,542,student_542,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.23723830123769
2025-01-22 00:30:11.635499,582,student_582,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,無,30.24232811719509
2025-01-22 00:32:30.635499,721,student_721,其他,大三 (junior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.244488850790862
2025-01-22 00:33:08.635499,759,student_759,其他,大四 (senior),雙主修:資工系 (also major in CS),李教授班,無,30.247297896695457
2025-01-22 00:22:10.635499,101,student_101,資工系 (CS),大三 (junior),無,李教授班,高教授班,30.255694604483153
2025-01-22 00:30:14.635499,585,student_585,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),無,無,30.26458187071663
2025-01-22 00:22:08.635499,99,student_99,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,30.265713383238218
2025-01-22 00:27:07.635499,398,student_398,電機系 (EE),其他,雙主修:資工系 (also major in CS),李教授班,高教授班,30.27235007068854
2025-01-22 00:27:44.635499,435,student_435,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,無,30.276455547316417
2025-01-22 00:25:26.635499,297,student_297,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),無,無,30.27905093587747
2025-01-22 00:27:50.635499,441,student_441,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),無,無,30.281421556526617
2025-01-22 00:31:55.635499,686,student_686,其他,大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,高教授班,30.28590215960332
2025-01-22 00:25:55.635499,326,student_326,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.286354168542644
2025-01-22 00:27:14.635499,405,student_405,電機系 (EE),其他,雙主修:資工系 (also major in CS),無,無,30.304354913825136
2025-01-22 00:33:49.635499,800,student_800,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),無,高教授班,30.304845144896532
2025-01-22 00:31:54.635499,685,student_685,其他,大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,李教授班,30.30956598206513
2025-01-22 00:22:11.635499,102,student_102,資工系 (CS),大三 (junior),無,李教授班,無,30.309727247248272
2025-01-22 00:21:43.635499,74,student_74,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.317690479695276
2025-01-22 00:33:47.635499,798,student_798,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,無,30.323798396019985
2025-01-22 00:28:57.635499,508,student_508,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.3256910533211
2025-01-22 00:27:48.635499,439,student_439,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),無,李教授班,30.348018142125984
2025-01-22 00:26:01.635499,332,student_332,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),無,高教授班,30.350355045102486
2025-01-22 00:30:12.635499,583,student_583,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),無,李教授班,30.356106050108195
2025-01-22 00:25:24.635499,295,student_295,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),無,李教授班,30.368253331551493
2025-01-22 00:24:50.635499,261,student_261,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),無,無,30.37160342847615
2025-01-22 00:26:02.635499,333,student_333,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),無,無,30.380876768908355
2025-01-22 00:28:58.635499,509,student_509,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.38574008402654
2025-01-22 00:33:43.635499,794,student_794,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,高教授班,30.40110708660709
2025-01-22 00:32:34.635499,725,student_725,其他,大三 (junior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.405488126713777
2025-01-22 00:24:47.635499,258,student_258,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,無,30.40586271139684
2025-01-22 00:33:14.635499,765,student_765,其他,大四 (senior),雙主修:資工系 (also major in CS),無,無,30.407191543676305
2025-01-22 00:34:20.635499,831,student_831,其他,其他,雙主修:資工系 (also major in CS),李教授班,無,30.410518281493555
2025-01-22 00:31:22.635499,653,student_653,其他,大一 (freshman),雙主修:資工系 (also major in CS),高教授班,高教授班,30.41948969511114
2025-01-22 00:29:30.635499,541,student_541,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.445048919922247
2025-01-22 00:24:11.635499,222,student_222,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,無,30.448525023385344
2025-01-22 00:34:22.635499,833,student_833,其他,其他,雙主修:資工系 (also major in CS),高教授班,高教授班,30.4505381050494
2025-01-22 00:22:15.635499,106,student_106,資工系 (CS),大三 (junior),無,無,李教授班,30.462099410053355
2025-01-22 00:21:58.635499,89,student_89,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),無,高教授班,30.466022915173482
2025-01-22 00:22:01.635499,92,student_92,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,30.470841713290298
2025-01-22 00:27:12.635499,403,student_403,電機系 (EE),其他,雙主修:資工系 (also major in CS),無,李教授班,30.47244660422558
2025-01-22 00:25:23.635499,294,student_294,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),高教授班,無,30.47360482255229
2025-01-22 00:25:57.635499,328,student_328,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.473673840000338
2025-01-22 00:32:02.635499,693,student_693,其他,大二 (sophomore),雙主修:資工系 (also major in CS),無,無,30.482322576153518
2025-01-22 00:30:06.635499,577,student_577,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,李教授班,30.487558456036098
2025-01-22 00:30:08.635499,579,student_579,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,無,30.504787388651298
2025-01-22 00:21:51.635499,82,student_82,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),李教授班,李教授班,30.5128377662495
2025-01-22 00:22:04.635499,95,student_95,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,30.51653559586372
2025-01-22 00:26:34.635499,365,student_365,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,高教授班,30.516960894112653
2025-01-22 00:22:06.635499,97,student_97,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,30.521963290983877
2025-01-22 00:25:20.635499,291,student_291,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),李教授班,無,30.522427186260323
2025-01-22 00:24:12.635499,223,student_223,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),無,李教授班,30.52366218237876
2025-01-22 00:24:07.635499,218,student_218,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,高教授班,30.52779557094571
2025-01-22 00:27:13.635499,404,student_404,電機系 (EE),其他,雙主修:資工系 (also major in CS),無,高教授班,30.532850141801706
2025-01-22 00:31:24.635499,655,student_655,其他,大一 (freshman),雙主修:資工系 (also major in CS),無,李教授班,30.538010132307907
2025-01-22 00:25:25.635499,296,student_296,電機系 (EE),大三 (junior),雙主修:資工系 (also major in CS),無,高教授班,30.538215325294217
2025-01-22 00:30:45.635499,616,student_616,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),高教授班,李教授班,30.544817765388096
2025-01-22 00:21:55.635499,86,student_86,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),高教授班,高教授班,30.550438827911808
2025-01-22 00:31:23.635499,654,student_654,其他,大一 (freshman),雙主修:資工系 (also major in CS),高教授班,無,30.550682419450755
2025-01-22 00:27:49.635499,440,student_440,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),無,高教授班,30.556552709407047
2025-01-22 00:32:38.635499,729,student_729,其他,大三 (junior),雙主修:資工系 (also major in CS),無,無,30.56133603298671
2025-01-22 00:21:59.635499,90,student_90,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),無,無,30.56620180838646
2025-01-22 00:30:47.635499,618,student_618,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),高教授班,無,30.57378248259819
2025-01-22 00:21:47.635499,78,student_78,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,無,30.574996866991317
2025-01-22 00:27:42.635499,433,student_433,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,李教授班,30.579903938357077
2025-01-22 00:27:46.635499,437,student_437,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,高教授班,30.592118908330438
2025-01-22 00:27:09.635499,400,student_400,電機系 (EE),其他,雙主修:資工系 (also major in CS),高教授班,李教授班,30.592656539540787
2025-01-22 00:21:50.635499,81,student_81,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),無,無,30.59353135562192
2025-01-22 00:22:14.635499,105,student_105,資工系 (CS),大三 (junior),無,高教授班,無,30.600367905445278
2025-01-22 00:30:43.635499,614,student_614,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),李教授班,高教授班,30.613228084408334
2025-01-22 00:32:35.635499,726,student_726,其他,大三 (junior),雙主修:資工系 (also major in CS),高教授班,無,30.622627749689272
2025-01-22 00:22:07.635499,98,student_98,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,30.62401571419349
2025-01-22 00:33:07.635499,758,student_758,其他,大四 (senior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.62859576119542
2025-01-22 00:21:49.635499,80,student_80,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),無,高教授班,30.635258483316107
2025-01-22 00:28:59.635499,510,student_510,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,無,30.64387609592982
2025-01-22 00:30:10.635499,581,student_581,電資學院學士班 (U-EECS),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,高教授班,30.651159645597357
2025-01-22 00:28:23.635499,474,student_474,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,無,30.660677732549892
2025-01-22 00:28:56.635499,507,student_507,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,無,30.661496167317313
2025-01-22 00:24:10.635499,221,student_221,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,高教授班,30.66743872387656
2025-01-22 00:33:42.635499,793,student_793,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,李教授班,30.67111782479838
2025-01-22 00:34:24.635499,835,student_835,其他,其他,雙主修:資工系 (also major in CS),無,李教授班,30.67546130954564
2025-01-22 00:27:11.635499,402,student_402,電機系 (EE),其他,雙主修:資工系 (also major in CS),高教授班,無,30.67852489621368
2025-01-22 00:29:33.635499,544,student_544,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.686593261037196
2025-01-22 00:29:34.635499,545,student_545,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.69402049280848
2025-01-22 00:27:43.635499,434,student_434,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,高教授班,30.695495862276506
2025-01-22 00:31:25.635499,656,student_656,其他,大一 (freshman),雙主修:資工系 (also major in CS),無,高教授班,30.70137961283498
2025-01-22 00:29:37.635499,548,student_548,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),無,高教授班,30.723901769748213
2025-01-22 00:29:01.635499,512,student_512,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),無,高教授班,30.72815459642967
2025-01-22 00:21:46.635499,77,student_77,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.73954344267433
2025-01-22 00:21:45.635499,76,student_76,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.74921634466517
2025-01-22 00:22:03.635499,94,student_94,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,30.751311439530703
2025-01-22 00:24:09.635499,220,student_220,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,李教授班,30.757769947220986
2025-01-22 00:24:13.635499,224,student_224,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),無,高教授班,30.7660067802763
2025-01-22 00:31:58.635499,689,student_689,其他,大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,高教授班,30.771058340348645
2025-01-22 00:32:33.635499,724,student_724,其他,大三 (junior),雙主修:資工系 (also major in CS),高教授班,李教授班,30.775416369669564
2025-01-22 00:24:45.635499,256,student_256,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),高教授班,李教授班,30.777316857179798
2025-01-22 00:31:19.635499,650,student_650,其他,大一 (freshman),雙主修:資工系 (also major in CS),李教授班,高教授班,30.780489520451052
2025-01-22 00:21:44.635499,75,student_75,資工系 (CS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,無,30.788809944436473
2025-01-22 00:32:37.635499,728,student_728,其他,大三 (junior),雙主修:資工系 (also major in CS),無,高教授班,30.797295898615324
2025-01-22 00:25:59.635499,330,student_330,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),高教授班,無,30.797376716178857
2025-01-22 00:24:49.635499,260,student_260,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),無,高教授班,30.807689339283517
2025-01-22 00:27:06.635499,397,student_397,電機系 (EE),其他,雙主修:資工系 (also major in CS),李教授班,李教授班,30.808030616588486
2025-01-22 00:34:19.635499,830,student_830,其他,其他,雙主修:資工系 (also major in CS),李教授班,高教授班,30.812575719489544
2025-01-22 00:33:45.635499,796,student_796,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,李教授班,30.817468597612763
2025-01-22 00:24:44.635499,255,student_255,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,無,30.83057189305088
2025-01-22 00:26:38.635499,369,student_369,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),無,無,30.834439699320026
2025-01-22 00:32:31.635499,722,student_722,其他,大三 (junior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.837658509102656
2025-01-22 00:32:32.635499,723,student_723,其他,大三 (junior),雙主修:資工系 (also major in CS),李教授班,無,30.840917082554764
2025-01-22 00:24:08.635499,219,student_219,電機系 (EE),大一 (freshman),雙主修:資工系 (also major in CS),李教授班,無,30.841315102366
2025-01-22 00:34:21.635499,832,student_832,其他,其他,雙主修:資工系 (also major in CS),高教授班,李教授班,30.852147926160704
2025-01-22 00:27:45.635499,436,student_436,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,李教授班,30.854809070948875
2025-01-22 00:22:02.635499,93,student_93,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,30.855632801556453
2025-01-22 00:22:09.635499,100,student_100,資工系 (CS),大三 (junior),無,李教授班,李教授班,30.864983444168445
2025-01-22 00:25:56.635499,327,student_327,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),李教授班,無,30.874027158605873
2025-01-22 00:28:55.635499,506,student_506,電資學院學士班 (U-EECS),大三 (junior),雙主修:資工系 (also major in CS),李教授班,高教授班,30.881816276058824
2025-01-22 00:26:37.635499,368,student_368,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),無,高教授班,30.883711539810758
2025-01-22 00:28:18.635499,469,student_469,電資學院學士班 (U-EECS),大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,李教授班,30.883814720169745
2025-01-22 00:27:47.635499,438,student_438,電資學院學士班 (U-EECS),大一 (freshman),雙主修:資工系 (also major in CS),高教授班,無,30.89013140649513
2025-01-22 00:22:16.635499,107,student_107,資工系 (CS),大三 (junior),無,無,高教授班,30.896713227548858
2025-01-22 00:26:00.635499,331,student_331,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),無,李教授班,30.897193249102365
2025-01-22 00:21:56.635499,87,student_87,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),高教授班,無,30.908287047632044
2025-01-22 00:32:36.635499,727,student_727,其他,大三 (junior),雙主修:資工系 (also major in CS),無,李教授班,30.90935900358133
2025-01-22 00:21:57.635499,88,student_88,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),無,李教授班,30.90987734690923
2025-01-22 00:30:42.635499,613,student_613,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),李教授班,李教授班,30.91244250584962
2025-01-22 00:21:52.635499,83,student_83,資工系 (CS),大三 (junior),輔系:資工系 (minor in CS),李教授班,高教授班,30.927615303057145
2025-01-22 00:24:48.635499,259,student_259,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),無,李教授班,30.928041340504116
2025-01-22 00:26:36.635499,367,student_367,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),無,李教授班,30.931079200032258
2025-01-22 00:33:11.635499,762,student_762,其他,大四 (senior),雙主修:資工系 (also major in CS),高教授班,無,30.937979481354567
2025-01-22 00:30:48.635499,619,student_619,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),無,李教授班,30.94086690873766
2025-01-22 00:24:42.635499,253,student_253,電機系 (EE),大二 (sophomore),雙主修:資工系 (also major in CS),李教授班,李教授班,30.957437021521287
2025-01-22 00:29:35.635499,546,student_546,電資學院學士班 (U-EECS),大四 (senior),雙主修:資工系 (also major in CS),高教授班,無,30.966699070742322
2025-01-22 00:25:58.635499,329,student_329,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),高教授班,高教授班,30.971127918170577
2025-01-22 00:25:54.635499,325,student_325,電機系 (EE),大四 (senior),雙主修:資工系 (also major in CS),李教授班,李教授班,30.976595458098128
2025-01-22 00:30:49.635499,620,student_620,電資學院學士班 (U-EECS),其他,雙主修:資工系 (also major in CS),無,高教授班,30.978738877113422
2025-01-22 00:26:33.635499,364,student_364,電機系 (EE),大五、大六、或大七,雙主修:資工系 (also major in CS),高教授班,李教授班,30.978918211371667
2025-01-22 00:22:12.635499,103,student_103,資工系 (CS),大三 (junior),無,高教授班,李教授班,30.98061605468492
2025-01-22 00:33:12.635499,763,student_763,其他,大四 (senior),雙主修:資工系 (also major in CS),無,李教授班,30.980920665147885
2025-01-22 00:31:20.635499,651,student_651,其他,大一 (freshman),雙主修:資工系 (also major in CS),李教授班,無,30.982029818303094
2025-01-22 00:34:23.635499,834,student_834,其他,其他,雙主修:資工系 (also major in CS),高教授班,無,30.988046279432623
2025-01-22 00:33:44.635499,795,student_795,其他,大五、大六、或大七,雙主修:資工系 (also major in CS),李教授班,無,30.993160909314923
2025-01-22 00:22:05.635499,96,student_96,資工系 (CS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,30.99547043216961
2025-01-22 00:32:00.635499,691,student_691,其他,大二 (sophomore),雙主修:資工系 (also major in CS),無,李教授班,30.998128847586315
2025-01-22 00:34:28.635499,839,student_839,其他,其他,輔系:資工系 (minor in CS),李教授班,高教授班,40.0012001157438
2025-01-22 00:27:54.635499,445,student_445,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),高教授班,李教授班,40.002666423845234
2025-01-22 00:33:25.635499,776,student_776,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.006024427258744
2025-01-22 00:34:52.635499,863,student_863,其他,其他,無,無,高教授班,40.00899072951611
